doi,paper_title,year,journal,sub_field,data_source,best_algorithm,best_metric_type,best_metric_value,validation_method,interpretability_method,model_framework,control_loop_type,scale,dataset_size,time_span,real_time_testing,deployed_in_plant,uses_real_wastewater,code_available,data_available,uncertainty_quantification,ml_algorithms,target_variable
10.1109/tii.2024.3413357,Neural Network-Based Adaptive Fault-Tolerant Control of Dissolved Oxygen and Nitrate Concentrations in WWTPs,2024,IEEE Transactions on Industrial Informatics,control,simulated,ANN,other,1.2614e-05,none_reported,none,not_specified,closed_loop,simulation,,14 days,False,False,False,False,False,False,ANN; MPC,Dissolved oxygen and nitrate concentrations; dissolved oxygen and nitrate concentrations; dissolved oxygen and nitrate concentrations tracking control
10.1109/tii.2024.3452242,An Identification Model of Sludge Bulking Based on Self-Organized Recurrent Fuzzy Neural Network,2025,IEEE Transactions on Industrial Informatics,sludge,SCADA,SORFNN-SR,RMSE,23.009,temporal_split,none,matlab,none,full_scale,330.0,,False,False,True,False,False,False,ANFIS; FNN; RFNN; RLFNN; RNN; SHLRNN; SORFNN,Sludge Volume Index (SVI); sludge volume index (SVI)
10.1109/tim.2022.3152856,A Supervised Bidirectional Long Short-Term Memory Network for Data-Driven Dynamic Soft Sensor Modeling,2022,IEEE Transactions on Instrumentation and Measurement,WWTP,SCADA,SBiLSTM,R2,0.958,temporal_split,none,not_specified,open_loop,full_scale,400.0,400 days,False,False,True,False,False,False,GRU; LSSVM; LSTM; SBiLSTM,effluent biological oxygen demand; effluent biological oxygen demand (DBO-S)
10.1109/tr.2024.3399735,Robust Neural Network Modeling With Small-Worldness for Effluent Total Phosphorus Prediction in Wastewater Treatment Process,2025,IEEE Transactions on Reliability,WWTP,SCADA,ANN,RMSE,0.0622,random_split,none,matlab,none,full_scale,2309.0,7 months,False,False,True,True,False,False,ANN; FNN; LFNN; LSWFNN; MFNN; MLFNN; MSWFNN; RSWFNN; SWFNN,effluent total phosphorus; effluent total phosphorus (TP); effluent total phosphorus (TP) concentration
10.1111/jfpp.14219,Artificial neural network modeling and optimization of wheat starch suspension microfiltration using twisted tape as a turbulence promoter,2019,Journal of Food Processing and Preservation,membrane,experimental,ANN,R2,0.99,random_split,none,matlab,none,lab,15.0,,False,False,False,False,False,False,ANN,permeate flux; permeate flux with twisted tape static mixer
10.11113/mjfas.v15n2.1104,Optimization process of moringa oleifera seed extract using artificial neural network (ANN),2019,Malaysian Journal of Fundamental and Applied Sciences,coagulation,experimental,ANN,R2,0.9886,random_split,none,matlab,none,lab,45.0,,False,False,True,False,False,False,ANN,E.coli Heterotrophic Plate Count (HPC); E.coli bacterial count (HPC); bacterial inactivation (HPC of E.coli) during disinfection process
10.11159/iceptp23.160,Estimation of COD from UV-Vis Spectrometer Exploiting Machine Learning in Leather Industries Wastewater,2023,"World Congress on Civil, Structural, and Environmental Engineering",monitoring,experimental,ANN,R2,0.73,k_fold,none,pytorch,none,lab,151.0,,False,False,True,False,False,False,ANN; KNN; LR; MLP; RF; SVR,COD (Chemical Oxygen Demand) concentration in leather industry wastewater; Chemical Oxygen Demand (COD); effluent COD
10.1145/3512826.3512847,LSTM-based Modelling for Coagulant Dosage Prediction in Wastewater Treatment Plant,2022,2022 The 3rd International Conference on Artificial Intelligence in Electronics Engineering,coagulation,SCADA,LSTM,R2,0.9902,random_split,none,keras,none,full_scale,30000.0,3.5 months,False,False,True,False,False,False,ARIMA; LR; LSTM; MLR; RNN,coagulant (PAC) dosage; coagulant dosage
10.1145/3573428.3573489,Prediction of flocculant dosage in water plant based on LSTM network,2022,Proceedings of the 2022 6th International Conference on Electronic Information Technology and Computer Engineering,coagulation,SCADA,LSTM,MAPE,4.146,none_reported,attention_weights,not_specified,none,full_scale,17568.0,1 year,False,False,True,False,False,False,ANN; BPNN; LSTM; RNN; XGBoost,flocculant dosage
10.1155/2019/2468189,A Novel Model with GA Evolving FWNN for Effluent Quality and Biogas Production Forecast in a Full‐Scale Anaerobic Wastewater Treatment Process,2019,Complexity,sludge,SCADA,ANN,R2,0.9681,random_split,none,matlab,none,full_scale,150.0,150 days,False,False,True,False,False,False,ANFIS; ANN; BPNN; FNN; FWNN; GA; WNN,and methane production rate; biogas production rate; effluent COD; effluent COD and biogas production rate; effluent COD concentration and biogas production rate
10.1155/2019/8690898,Analysis and Forecasting of the Energy Consumption in Wastewater Treatment Plant,2019,Mathematical Problems in Engineering,WWTP,SCADA,RBF,MAPE,6.02,temporal_split,none,not_specified,none,full_scale,360.0,1 year,False,False,True,False,True,False,ANN; FCM; LR; RBF,daily energy consumption (kWh); energy consumption
10.1155/2019/9643921,Outlier Detection and Correction for Monitoring Data of Water Quality Based on Improved VMD and LSSVM,2019,Complexity,monitoring,SCADA,LSSVM,MSE,0.0021,none_reported,none,not_specified,advisory,full_scale,1024.0,5 months,True,True,True,False,True,False,ANN; EEMD; EMD; LSSVM; PSO; SVM; SVR; VMD,DO concentration outlier detection and correction; dissolved oxygen concentration; outlier detection and correction of DO concentration in water quality monitoring data
10.1155/2020/2734135,"Microbial Decolorization of Triazo Dye, Direct Blue 71: An Optimization Approach Using Response Surface Methodology (RSM) and Artificial Neural Network (ANN)",2020,BioMed Research International,WWTP,experimental,ANN,R2,0.99,random_split,none,not_specified,none,lab,17.0,,False,False,False,False,False,False,ANN; RSM,decolorization percentage; dye decolorization percentage
10.1155/2020/5392417,Multimodal Control by Variable-Structure Neural Network Modeling for Coagulant Dosing in Water Purification Process,2020,Complexity,coagulation,SCADA,MM-P-VSRVNN,RMSE,0.0013,random_split,none,not_specified,closed_loop,full_scale,1000.0,,False,False,True,False,False,False,ANN; PCA; RVNN,coagulant dosage; coagulant dosage (m³/h) and turbidity before filtration (NTU); coagulant dosing and turbidity before filtration
10.1155/2020/6347625,Soft Sensor Modeling of Key Effluent Parameters in Wastewater Treatment Process Based on SAE-NN,2020,Journal of Control Science and Engineering,WWTP,SCADA,SAE-NN,R2,0.987,random_split,none,keras,none,full_scale,15937.0,527 days,False,False,True,False,False,False,ANN; DNN; GA; PCA; SAE; SGD; SVR,effluent BOD5; effluent BOD5 concentration
10.1155/2021/5264531,Employing Artificial Neural Networks to Predict the Performance of Domestic Sewage Treatment Terminals in the Rural Region,2021,Mathematical Problems in Engineering,WWTP,experimental,ANN-PSO,R2,0.9,random_split,feature_importance,matlab,none,full_scale,136.0,2 months,False,False,True,False,False,False,ANN; ANN-GA; ANN-PSO; GA; PSO,effluent TN and COD; effluent total nitrogen (TN) and COD concentration
10.1155/2021/9202127,"On the Prediction of Biogas Production from Vegetables, Fruits, and Food Wastes by ANFIS‐ and LSSVM‐Based Models",2021,BioMed Research International,sludge,literature_compiled,LSSVM,R2,0.998,random_split,none,not_specified,none,lab,,,False,False,True,False,True,False,ANFIS; ANN; LSSVM,and food wastes; biogas production; biogas production from vegetables; fruits
10.1155/2022/1767295,Research on Wastewater Treatment Monitoring Algorithms Based on Deep Convolutional Neural Networks,2022,Wireless Communications and Mobile Computing,WWTP,SCADA,SDF-FNN,accuracy,0.9382,external,none,sklearn,none,full_scale,800.0,,False,False,True,False,False,False,ANFIS; ANN; FNN; GDFNN; GPFNN; KL-FNN; PCA; SDF-FNN; SOFNN-AGA,effluent Total Phosphorus (TP) concentration; effluent total phosphorus (TP); effluent total phosphorus (TP) concentration
10.1155/2022/3498060,Intelligent Measurement and Analysis of Sewage Treatment Parameters based on Fuzzy Neural Algorithm with ARM9 Core CPU,2022,Computational Intelligence and Neuroscience,control,experimental,ANFIS,other,,temporal_split,none,not_specified,closed_loop,simulation,20.0,20 days,False,False,True,False,False,False,ANFIS; ANN; RNN,dissolved oxygen and nitrate nitrogen concentration; dissolved oxygen concentration; dissolved oxygen concentration and nitrate nitrogen concentration; nitrate nitrogen concentration
10.1155/2022/5134013,IOT Based Smart Wastewater Treatment Model for Industry 4.0 Using Artificial Intelligence,2022,Scientific Programming,WWTP,SCADA,ANN,RMSE,3.45,random_split,none,not_specified,none,full_scale,250.0,31 months,False,False,True,False,False,False,ANN; BP; FFNN,effluent COD; effluent COD concentration
10.1155/2022/6397478,Based on Improved Artificial Neural Network Sewage Monitoring Alarm System Method,2022,Scientific Programming,control,mixed,PSO-optimized ANN,other,0.0001,none_reported,none,matlab,closed_loop,mixed,,,False,False,True,False,False,False,ANN; BP; PSO,dissolved oxygen (DO); dissolved oxygen (DO) concentration in aeration tank; optimal dissolved oxygen (DO) concentration in aeration tank
10.1155/2022/7104752,Multiple Statistical Model Ensemble Predictions of Residual Chlorine in Drinking Water: Applications of Various Deep Learning and Machine Learning Algorithms,2022,Journal of Environmental and Public Health,DBP,experimental,RF,R2,0.698,random_split,none,matlab,none,full_scale,,,False,False,True,False,False,False,ANFIS; ANN; DAM; FFB; FFDT; GLM; GLMB; GLMG; GLMI; GLMN; GLMP; GPR; LR; LSTM; NARX; RF; RNN; SVM,residual chlorine concentration; residual chlorine concentration (RCC) in drinking water
10.1155/2022/9203335,Machine Learning Framework for Intelligent Detection of Wastewater Pollution by IoT‐Based Spectral Technology,2022,Wireless Communications and Mobile Computing,monitoring,experimental,biLSSVM,RMSE,0.059,random_split,feature_importance,not_specified,none,full_scale,148.0,,False,False,True,False,False,False,LSSVM; PLS,micro insoluble solids (MIS) content in wastewater; wastewater MIS content
10.1155/2023/2871769,Estimation of Acetic Acid Concentration from Biogas Samples Using Machine Learning,2023,International Journal of Chemical Engineering,sludge,experimental,RF,accuracy,0.827,random_split,none,sklearn,none,lab,264.0,,False,False,True,False,True,False,Bayesian; DT; KNN; LDA; LR; RF; SVM,acetic acid concentration (binary classification <2 g/l or >2 g/l); acetic acid concentration class; acetic acid concentration classification (below or above 2 g/l)
10.11591/eei.v8i4.1605,Performance comparison of SVM and ANN for aerobic granular sludge,2019,Bulletin of Electrical Engineering and Informatics,WWTP,experimental,SVM,R2,0.9984,k_fold,none,not_specified,none,lab,21.0,60 days,False,False,True,False,False,False,ANN; FFNN; SVM; SVR,AN; MLSS); TN; TP; effluent COD; effluent COD concentration; effluent quality (COD
10.11591/eei.v9i5.2264,Improved support vector machine using optimization techniques for an aerobic granular sludge,2020,Bulletin of Electrical Engineering and Informatics,sludge,experimental,SVM,R2,0.9459,k_fold,none,matlab,none,lab,21.0,60 days,False,False,True,False,False,False,GA; PSO; SVM; SVR,effluent COD; effluent COD concentration
10.11591/ijai.v12.i2.pp560-567,Neural network-based pH and coagulation adjustment system in water treatment,2023,IAES International Journal of Artificial Intelligence (IJ-AI),coagulation,experimental,ANN,other,0.96158,random_split,none,not_specified,advisory,full_scale,488.0,,False,False,True,False,False,False,ANN,Aluminum Sulfate dose; Aluminum sulfate and Lime dosage; Lime dose; aluminum sulfate and lime dosage for coagulation and pH adjustment; effluent color; effluent pH; effluent turbidity
10.11591/ijai.v9.i1.pp100-108,Modelling and control of fouling in submerged membrane bioreactor using neural network internal model control,2020,IAES International Journal of Artificial Intelligence (IJ-AI),membrane,experimental,RBFNN,R2,0.9245,random_split,none,matlab,closed_loop,pilot,2400.0,,False,False,True,False,False,False,ANN; FFNN; NARXNN; RBFNN; RNN,permeate flux and transmembrane pressure; permeate flux and transmembrane pressure (TMP)
10.11591/ijai.v9.i1.pp117-125,Optimization of artificial neural network topology for membrane bioreactor filtration using response surface methodology,2020,IAES International Journal of Artificial Intelligence (IJ-AI),membrane,experimental,ANN,R2,0.9681,random_split,none,matlab,none,lab,1602.0,,False,False,True,False,False,False,ANN; RBFNN; RSM,permeate flux; permeate flux of POME in MBR filtration
10.1186/s12302-024-00914-9,"New strategy based on Hammerstein–Wiener and supervised machine learning for identification of treated wastewater salinization in Al-Hassa region, Saudi Arabia",2024,Environmental Sciences Europe,monitoring,experimental,HWM,R2,0.7779,random_split,none,not_specified,none,pilot,7700.0,,False,False,True,False,False,False,HWM; SVR,salinity; salinity of treated wastewater (PSU)
10.1186/s40168-023-01519-9,Predicting microbial community compositions in wastewater treatment plants using artificial neural networks,2023,Microbiome,WWTP,literature_compiled,ANN,R2,0.6042,k_fold,feature_importance,pytorch,none,full_scale,777.0,,False,False,True,True,True,False,ANN,ASV relative abundance; alpha diversity; alpha diversity indices; functional group abundance); functional groups); microbial community composition (ASV relative abundance; microbial community compositions (Shannon-Wiener index
10.1186/s44147-021-00044-6,Study on optimal conditions of flocculation in deinking wastewater treatment,2021,Journal of Engineering and Applied Science,coagulation,experimental,SVR,R2,0.65,k_fold,none,matlab,none,lab,16.0,,False,False,True,False,True,False,GA; GPR; SVR,turbidity; turbidity of deinking wastewater after flocculation treatment
10.1186/s44147-022-00164-7,Machine learning model for the optimization and kinetics of petroleum industry effluent treatment using aluminum sulfate,2022,Journal of Engineering and Applied Science,coagulation,experimental,RF,R2,0.9,k_fold,none,sklearn,none,lab,125.0,,False,False,True,False,False,False,DT; LR; RF; SVM,residual turbidity; residual turbidity (NTU) / residual colloid concentration (mg/L)
10.12911/22998993/138872,Wastewater Pollutants Modeling Using Artificial Neural Networks,2021,Journal of Ecological Engineering,WWTP,SCADA,ANN,other,0.99782,random_split,none,matlab,none,full_scale,,2 years,False,False,True,False,False,False,ANN; FFBP; MLP,BOD; BOD5; TSS concentrations; and TSS concentrations; effluent BOD5; effluent COD
10.12912/27197050/132088,Estimation of Water Disinfection by Using Data Mining,2021,Ecological Engineering &amp; Environmental Technology,DBP,experimental,ANN,RMSE,0.316701,random_split,none,not_specified,none,lab,48.0,,False,False,True,False,False,False,ANN; LR; MLP; RBF,E. coli and Pseudomonas; E. coli and Pseudomonas in wastewater; concentration of total coliform
